Hour,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0:00,,336,174,311,97,204,1105,102,550,1106,240,105
1:00,1321,334,160,315,107,207,1104,95,560,1079,245,98
2:00,1348,326,127,291,106,220,1076,98,648,1031,228,92
3:00,1378,322,102,258,100,262,1028,101,715,1023,206,84
4:00,1396,320,82,214,98,272,961,92,739,1004,182,91
5:00,1408,323,74,174,106,286,900,97,685,983,157,110
6:00,1418,334,81,135,121,321,873,93,635,916,151,124
7:00,1414,341,90,96,158,335,894,101,606,850,148,144
8:00,1427,349,91,65,156,387,979,117,578,788,152,170
9:00,1427,339,78,41,185,450,1000,96,512,705,166,197
10:00,1425,363,72,28,226,542,999,74,468,663,213,209
11:00,1409,350,72,27,276,610,1031,79,439,655,251,223
12:00,1398,335,67,35,359,708,1083,56,438,629,302,233
13:00,1352,349,60,53,437,787,1101,49,409,593,375,253
14:00,1329,349,54,79,497,863,1149,45,393,543,399,285
15:00,1321,336,45,99,553,953,1172,52,437,512,435,332
16:00,1279,324,38,127,663,998,1205,28,401,467,462,401
17:00,1250,320,36,162,740,1011,1174,22,410,426,512,443
18:00,1239,322,44,196,798,1015,1228,32,385,389,575,462
19:00,1241,331,55,232,842,993,1231,39,345,373,649,486
20:00,1261,339,68,288,935,869,1194,33,299,394,675,494
21:00,1307,330,86,353,968,778,1153,41,279,445,643,476
22:00,1325,329,117,414,975,703,1122,60,263,504,581,466
23:00,1339,329,153,497,948,647,1094,84,274,532,530,441
0:00,1346,340,202,555,967,607,1092,103,263,556,465,444
1:00,1356,349,287,580,1016,600,1112,130,252,572,412,469
2:00,1349,354,319,593,1058,566,1114,162,269,575,367,442
3:00,1348,374,339,653,1099,544,1124,193,277,582,333,394
4:00,1344,409,357,699,1124,520,1134,207,292,587,302,353
5:00,1337,434,353,747,1155,473,1143,215,305,583,258,325
6:00,1325,459,355,767,1194,402,1154,196,307,560,223,316
7:00,1302,461,342,783,1217,321,1171,152,314,553,194,300
8:00,1282,472,325,795,1235,272,1208,99,312,531,165,291
9:00,1269,481,311,821,1219,204,1239,80,342,478,143,291
10:00,1246,505,318,870,1191,175,1276,77,392,414,122,267
11:00,1228,489,341,938,1229,169,1305,69,455,350,95,244
12:00,1218,495,361,1002,1156,111,1327,50,515,333,95,245
13:00,1202,507,387,1049,1118,94,1324,42,573,327,88,238
14:00,1178,525,417,1075,1041,80,1298,49,626,299,97,258
15:00,1155,551,422,1081,1011,85,1259,60,695,292,140,331
16:00,1125,568,436,1098,968,76,1199,68,703,276,140,364
17:00,1091,557,470,1095,949,97,1166,81,713,237,165,390
18:00,1028,518,468,1075,935,115,1112,101,654,181,184,413
19:00,990,496,486,1037,863,136,1024,103,585,187,216,382
20:00,937,451,490,1011,780,165,934,104,500,169,235,347
21:00,891,417,492,985,663,217,864,96,462,193,227,327
22:00,813,382,482,969,559,313,841,108,431,203,226,306
