Hour,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0:00,,2875,3316,2666,2502,2181,2022,1780,1962,2003,2463,3009
1:00,2707,2858,3126,2674,2307,2020,1870,1619,1862,1925,2275,2828
2:00,2624,2827,3106,2619,2196,1941,1750,1510,1799,1854,2178,2789
3:00,2543,2810,3097,2587,2147,1922,1727,1456,1818,1817,2122,2821
4:00,2480,2842,3087,2616,2171,1898,1695,1495,1838,1810,2132,2796
5:00,2467,2861,3096,2694,2193,1837,1674,1537,1829,1897,2142,2858
6:00,2517,3052,3226,2893,2141,1899,1701,1556,1915,1896,2265,3036
7:00,2605,3527,3552,3328,2147,2309,1968,1759,2191,1959,2616,3432
8:00,2636,3944,3919,3713,2203,2693,2347,2066,2568,2038,2968,3706
9:00,2646,4009,4111,3781,2336,2908,2561,2289,2767,2270,3131,3740
10:00,2657,3984,4059,3602,2406,2944,2594,2363,2791,2394,3149,3699
11:00,2733,4057,4015,3560,2429,2982,2662,2403,2774,2400,3194,3763
12:00,2825,4051,3883,3492,2433,2893,2720,2407,2694,2353,3218,3790
13:00,2899,3880,3763,3372,2388,2772,2666,2389,2630,2354,3115,3823
14:00,2944,3858,3765,3285,2324,2801,2594,2398,2724,2302,3112,3761
15:00,2967,3827,3694,3202,2225,2827,2526,2368,2737,2273,3047,3649
16:00,3059,3869,3713,3159,2212,2870,2451,2252,2722,2269,3063,3759
17:00,3212,3938,3687,3095,2228,2770,2415,2186,2683,2271,3157,3947
18:00,3256,3978,3806,3117,2280,2742,2429,2228,2749,2327,3375,3881
19:00,3192,3857,3939,3094,2318,2685,2472,2229,2694,2396,3341,3664
20:00,3034,3767,3871,3099,2452,2643,2405,2250,2678,2473,3237,3588
21:00,2963,3566,3708,3137,2499,2553,2357,2141,2719,2350,3026,3446
22:00,2874,3400,3480,3010,2584,2463,2237,2079,2524,2208,2872,3284
23:00,2792,3168,3306,2789,2472,2397,2147,1982,2288,2113,2744,3102
0:00,2684,2991,3091,2581,2320,2210,1943,1772,2090,2026,2578,2901
1:00,2421,2876,2917,2400,2172,1919,1826,1642,1885,1923,2429,2943
2:00,2356,2828,2938,2313,2145,1810,1701,1547,1753,1859,2363,2994
3:00,2360,2829,2928,2300,2137,1795,1658,1493,1734,1840,2404,2947
4:00,2369,2835,2949,2295,2195,1775,1616,1494,1704,1835,2394,2944
5:00,2459,2881,2963,2364,2267,1689,1493,1508,1756,1864,2448,2993
6:00,2580,3097,3144,2379,2396,1748,1515,1508,1877,1866,2621,3178
7:00,2696,3478,3633,2415,2778,2129,1639,1732,2184,1941,3056,3566
8:00,2817,3879,3980,2540,3076,2611,1818,2103,2612,1959,3355,3966
9:00,3005,3891,4073,2790,3127,2811,2026,2253,2780,2089,3500,3988
10:00,3174,3877,4098,2923,3090,2857,2065,2324,2779,2212,3500,3990
11:00,3435,3911,4268,2883,3060,2900,2149,2405,2714,2271,3590,3991
12:00,3491,3877,4072,2655,3032,2797,2098,2413,2744,2314,3579,3948
13:00,3589,3875,4003,2495,2954,2724,2114,2434,2654,2330,3549,3826
14:00,3596,3862,3996,2418,2944,2773,2172,2434,2620,2319,3570,3763
15:00,3611,3847,3953,2342,2881,2698,2145,2359,2552,2278,3572,3714
16:00,3705,3900,3932,2347,2846,2569,2128,2361,2548,2288,3623,3758
17:00,3853,3897,3837,2386,2747,2509,2212,2263,2521,2328,3726,3894
18:00,3857,4046,3851,2556,2719,2585,2200,2294,2563,2435,3871,3874
19:00,3825,3977,3828,2669,2656,2601,2188,2247,2511,2516,3785,3675
20:00,3700,3885,3643,2727,2681,2569,2092,2210,2397,2513,3711,3522
21:00,3613,3736,3372,2765,2637,2486,2035,2117,2403,2424,3558,3379
22:00,3468,3551,3139,2632,2665,2384,1944,2084,2279,2273,3391,3278
23:00,3355,3320,2799,2534,2493,2282,1906,1960,2149,2095,3147,3136
0:00,3213,3115,2667,2419,2276,2028,1835,1754,1994,1953,2933,3053
1:00,3088,2980,2618,2292,2175,1887,1662,1641,1851,1861,2829,3010
2:00,3023,2900,2674,2187,2113,1808,1543,1612,1726,1767,2816,2963
3:00,3011,2865,2762,2164,2079,1801,1541,1604,1738,1754,2823,2882
4:00,2996,2873,2795,2191,2066,1812,1530,1632,1757,1735,2859,2855
5:00,3015,2930,2881,2200,2100,1725,1454,1635,1721,1759,2857,2840
6:00,3099,3075,3039,2303,2216,1781,1418,1642,1714,1942,2991,2825
7:00,3174,3493,3533,2375,2548,2187,1525,1826,1779,2323,3345,2963
8:00,3267,3898,3877,2418,2899,2616,1653,2074,1859,2705,3660,3093
9:00,3323,3928,3980,2539,3040,2774,1762,2259,1961,2846,3756,3235
10:00,3418,3871,3954,2640,3007,2776,1890,2327,2058,2934,3697,3347
11:00,3543,3840,3971,2684,2960,2828,1948,2365,2056,3002,3668,3371
12:00,3608,3910,3929,2706,2943,2805,2032,2330,2075,3034,3604,3294
13:00,3604,3874,3821,2673,2844,2706,2040,2284,2045,2977,3449,3231
14:00,3617,3775,3770,2625,2858,2662,1999,2283,2019,2953,3449,3204
15:00,3636,3641,3750,2562,2838,2575,1938,2253,1993,2933,3463,3261
16:00,3677,3644,3772,2542,2807,2504,1949,2273,2018,2930,3511,3384
17:00,3865,3772,3716,2577,2700,2393,2033,2334,2079,2810,3621,3551
18:00,3948,4014,3831,2730,2693,2392,2126,2381,2071,2853,3756,3603
19:00,3926,3931,3916,2790,2736,2345,2161,2305,2166,2954,3681,3590
20:00,3832,3824,3860,2811,2760,2286,2181,2260,2195,3022,3567,3529
21:00,3716,3663,3729,2866,2736,2203,2167,2175,2156,2816,3408,3382
22:00,3576,3440,3557,2728,2720,2136,2109,2129,2038,2544,3200,3241
23:00,3403,3206,3333,2562,2565,2118,2037,1922,1867,2279,2989,3124
0:00,3263,3041,3139,2390,2327,1955,1819,1755,1702,2067,2792,3028
1:00,3215,2914,2967,2308,2136,1787,1646,1714,1680,1942,2705,2869
2:00,3195,2872,2916,2255,2050,1702,1585,1674,1631,1881,2626,2798
3:00,3168,2888,2885,2219,2034,1669,1616,1634,1573,1885,2572,2802
4:00,3192,2928,2888,2225,2065,1650,1604,1573,1544,1848,2561,2757
5:00,3257,2966,2913,2270,2114,1592,1567,1575,1544,1896,2648,2689
6:00,3409,3108,3074,2475,2188,1608,1746,1602,1585,2133,2799,2675
7:00,3769,3603,3525,2907,2602,1703,2121,1763,1577,2554,3207,2781
8:00,4133,3993,3820,3225,3001,1836,2431,2042,1674,2956,3575,2881
9:00,4227,4078,3938,3395,3091,2045,2568,2241,1876,2941,3694,2948
10:00,4254,4105,3940,3411,3042,2215,2623,2324,2029,3074,3692,3086
11:00,4287,4167,3942,3394,3027,2285,2672,2423,2113,3075,3726,3173
12:00,4218,4071,3900,3339,2963,2255,2666,2429,2186,2952,3712,3213
13:00,4108,3923,3818,3229,2845,2228,2613,2345,2229,2838,3657,3218
14:00,4106,3818,3724,3200,2836,2139,2626,2376,2213,2886,3579,3179
15:00,4142,3727,3663,3146,2739,2100,2619,2312,2200,2853,3453,3154
16:00,4288,3726,3634,3085,2650,2109,2585,2295,2185,2892,3442,3282
17:00,4426,3739,3618,3018,2603,2128,2594,2311,2199,2788,3535,3454
18:00,4392,4023,3743,3030,2650,2180,2570,2309,2248,2865,3597,3472
19:00,4292,4003,3779,2967,2640,2209,2489,2308,2328,2969,3467,3392
20:00,4201,3876,3614,2979,2626,2180,2439,2274,2395,3051,3331,3289
21:00,4012,3799,3396,2931,2622,2106,2413,2296,2412,2847,3142,3143
22:00,3860,3648,3212,2778,2673,1935,2324,2244,2307,2679,2911,2982
23:00,3638,3433,3072,2650,2537,1887,2215,2136,2039,2482,2746,2805
0:00,3433,3179,2949,2384,2364,1765,2038,1901,1929,2223,2618,2666
