CET_TimeStamp,Actual_Total_Load,Day_Ahead_Price,Wind_Onshore_Gen_Actual,Wind_Onshore_generation_forecast,Residual_load
01.03.2017 10:00,4031,36.17,469,316,3562
01.03.2017 11:00,4102,35.4,477,359,3625
01.03.2017 12:00,4101,34.92,519,408,3582
01.03.2017 13:00,4067,34.81,509,455,3558
01.03.2017 14:00,4162,34.09,543,557,3619
01.03.2017 15:00,4132,34.25,674,691,3458
01.03.2017 16:00,4108,34.51,887,819,3221
01.03.2017 17:00,4016,34.94,1140,989,2876
01.03.2017 18:00,4020,34.59,1228,1119,2792
01.03.2017 19:00,3841,34.06,1328,1213,2513
01.03.2017 20:00,3786,32.93,1363,1295,2423
01.03.2017 21:00,3636,31.8,1387,1339,2249
01.03.2017 22:00,3428,30.51,1401,1350,2027
01.03.2017 23:00,3296,29.27,1367,1357,1929
01.04.2017 00:00,3136,28.46,1346,1355,1790
01.04.2017 01:00,2983,25.93,1347,1337,1636
01.04.2017 02:00,2883,25.41,1352,1312,1531
01.04.2017 03:00,2815,25.35,1354,1269,1461
01.04.2017 04:00,2825,25.45,1286,1215,1539
01.04.2017 05:00,2926,25.97,1218,1175,1708
01.04.2017 06:00,3128,27.87,1156,1146,1972
01.04.2017 07:00,3441,28.92,1205,1147,2236
01.04.2017 08:00,3758,30.65,1281,1184,2477
01.04.2017 09:00,3928,32.13,1266,1210,2662
01.04.2017 10:00,4101,33.27,1200,1228,2901
01.04.2017 11:00,4215,33.52,1172,1228,3043
01.04.2017 12:00,4178,33.93,1198,1219,2980
01.04.2017 13:00,4120,33.93,1172,1190,2948
01.04.2017 14:00,4177,33.94,1102,1170,3075
01.04.2017 15:00,4173,34.15,1080,1129,3093
01.04.2017 16:00,4170,35.3,1109,1094,3061
01.04.2017 17:00,4239,36.28,1147,1105,3092
01.04.2017 18:00,4280,36.81,1181,1116,3099
01.04.2017 19:00,4232,35.55,1201,1138,3031
01.04.2017 20:00,4182,34.5,1193,1141,2989
01.04.2017 21:00,4042,33.89,1184,1127,2858
01.04.2017 22:00,3928,33.02,1113,1101,2815
01.04.2017 23:00,3748,32.33,1078,1062,2670
01.05.2017 00:00,3608,30.44,1022,1023,2586
01.05.2017 01:00,3557,30.51,958,1008,2599
01.05.2017 02:00,3482,30.23,968,989,2514
01.05.2017 03:00,3488,30,951,972,2537
01.05.2017 04:00,3516,30.06,935,953,2581
01.05.2017 05:00,3602,30.61,911,936,2691
01.05.2017 06:00,3821,32.45,869,918,2952
01.05.2017 07:00,4105,34.87,966,902,3139
01.05.2017 08:00,4435,42.07,961,863,3474
01.05.2017 09:00,4632,43.38,946,843,3686
01.05.2017 10:00,4717,42.04,889,843,3828
01.05.2017 11:00,4762,43.04,849,824,3913
01.05.2017 12:00,4676,44.54,850,804,3826
01.05.2017 13:00,4562,44.56,865,781,3697
01.05.2017 14:00,4467,44.66,836,744,3631
01.05.2017 15:00,4509,44.99,730,697,3779
01.05.2017 16:00,4607,56.1,666,676,3941
01.05.2017 17:00,4713,69.7,669,641,4044
01.05.2017 18:00,4749,73.92,682,607,4067
01.05.2017 19:00,4690,71.99,651,574,4039
01.05.2017 20:00,4644,50.08,593,543,4051
01.05.2017 21:00,4494,44.89,583,515,3911
01.05.2017 22:00,4326,42.05,562,478,3764
01.05.2017 23:00,4178,37.22,496,447,3682
01.06.2017 00:00,4008,34.65,464,405,3544
01.06.2017 01:00,3867,35.84,449,372,3418
01.06.2017 02:00,3809,35.54,423,316,3386
01.06.2017 03:00,3759,34.59,365,272,3394
01.06.2017 04:00,3752,34.28,323,235,3429
01.06.2017 05:00,3845,34.16,269,199,3576
01.06.2017 06:00,3945,32.59,224,172,3721
01.06.2017 07:00,4167,34.32,180,149,3987
01.06.2017 08:00,4372,48.3,140,131,4232
01.06.2017 09:00,4529,58.48,104,120,4425
01.06.2017 10:00,4630,34.05,100,122,4530
01.06.2017 11:00,4591,58.6,108,115,4483
01.06.2017 12:00,4524,56.31,101,115,4423
01.06.2017 13:00,4437,34.92,87,112,4350
01.06.2017 14:00,4356,38.82,75,116,4281
01.06.2017 15:00,4372,35.49,85,137,4287
01.06.2017 16:00,4439,36.24,125,165,4314
01.06.2017 17:00,4633,56.14,206,204,4427
01.06.2017 18:00,4699,55.62,291,257,4408
01.06.2017 19:00,4581,41.47,376,305,4205
01.06.2017 20:00,4437,35.65,452,367,3985
01.06.2017 21:00,4248,32.13,543,430,3705
01.06.2017 22:00,4044,31.56,654,488,3390
01.06.2017 23:00,3853,30.18,711,542,3142
01.07.2017 00:00,3658,29.01,759,602,2899
01.07.2017 01:00,3562,29.35,845,687,2717
01.07.2017 02:00,3476,28.88,883,758,2593
01.07.2017 03:00,3489,28.28,903,837,2586
01.07.2017 04:00,3413,27.84,957,872,2456
01.07.2017 05:00,3422,28.04,986,912,2436
01.07.2017 06:00,3495,28.64,1002,957,2493
01.07.2017 07:00,3572,29.1,1008,987,2564
01.07.2017 08:00,3713,29.49,989,991,2724
01.07.2017 09:00,3903,29.97,918,959,2985
01.07.2017 10:00,4022,30.72,787,863,3235
01.07.2017 11:00,4159,31.47,597,752,3562
01.07.2017 12:00,4179,31.9,480,621,3699
01.07.2017 13:00,4204,31.52,329,507,3875
01.07.2017 14:00,4154,31.32,206,380,3948
01.07.2017 15:00,4057,31.85,150,272,3907
01.07.2017 16:00,4049,32.83,116,209,3933
01.07.2017 17:00,4132,34.62,104,168,4028
01.07.2017 18:00,4131,35.32,136,174,3995
01.07.2017 19:00,4078,34.28,138,193,3940
01.07.2017 20:00,3973,33.35,148,210,3825
01.07.2017 21:00,3850,32.67,149,227,3701
01.07.2017 22:00,3720,32.55,154,238,3566
01.07.2017 23:00,3545,31.84,145,234,3400
01.08.2017 00:00,3397,30.6,115,219,3282
01.08.2017 01:00,3260,30.75,99,192,3161
01.08.2017 02:00,3169,30.64,80,167,3089
01.08.2017 03:00,3126,30.53,59,137,3067
01.08.2017 04:00,3106,30.54,48,113,3058
01.08.2017 05:00,3102,30.63,38,91,3064
01.08.2017 06:00,3155,30.7,30,73,3125
01.08.2017 07:00,3257,30.77,22,59,3235
01.08.2017 08:00,3373,30.58,16,48,3357
01.08.2017 09:00,3481,30.75,16,41,3465
01.08.2017 10:00,3590,31.09,11,34,3579
01.08.2017 11:00,3688,35.05,21,33,3667
01.08.2017 12:00,3752,35.51,37,35,3715
01.08.2017 13:00,3772,37.61,45,44,3727
01.08.2017 14:00,3773,36.96,56,60,3717
01.08.2017 15:00,3811,35.14,72,80,3739
01.08.2017 16:00,3852,35.16,117,116,3735
01.08.2017 17:00,4025,35.63,164,160,3861
01.08.2017 18:00,4078,35.27,220,203,3858
01.08.2017 19:00,4038,34,252,239,3786
01.08.2017 20:00,3950,32.97,285,260,3665
01.08.2017 21:00,3861,30.83,243,278,3618
01.08.2017 22:00,3675,30.95,263,281,3412
01.08.2017 23:00,3426,30.55,301,287,3125
01.09.2017 00:00,3227,29.89,312,294,2915
01.09.2017 01:00,3134,29.56,335,334,2799
01.09.2017 02:00,3046,29.11,353,339,2693
01.09.2017 03:00,3032,28.99,348,332,2684
01.09.2017 04:00,3021,29.16,335,330,2686
01.09.2017 05:00,3054,29.71,340,320,2714
01.09.2017 06:00,3217,30.41,348,313,2869
01.09.2017 07:00,3614,30.77,363,306,3251
01.09.2017 08:00,3990,43.12,368,308,3622
01.09.2017 09:00,4067,44.44,391,315,3676
01.09.2017 10:00,4010,44.92,427,321,3583
01.09.2017 11:00,4095,45.34,418,341,3677
01.09.2017 12:00,4150,45.07,393,340,3757
01.09.2017 13:00,4177,45.12,341,352,3836
01.09.2017 14:00,4182,46.41,372,358,3810
01.09.2017 15:00,4117,45.1,426,372,3691
01.09.2017 16:00,4195,42.85,428,387,3767
01.09.2017 17:00,4328,47.85,403,412,3925
01.09.2017 18:00,4345,46.41,399,434,3946
01.09.2017 19:00,4237,43.1,435,461,3802
01.09.2017 20:00,4067,31.41,506,517,3561
01.09.2017 21:00,3863,30.5,602,558,3261
01.09.2017 22:00,3646,30.07,721,617,2925
01.09.2017 23:00,3391,29.57,825,684,2566
01.10.2017 00:00,3144,28.83,900,727,2244
01.10.2017 01:00,3023,26.16,896,765,2127
01.10.2017 02:00,2981,25.57,899,788,2082
01.10.2017 03:00,2981,25.49,884,801,2097
01.10.2017 04:00,3008,25.57,881,793,2127
01.10.2017 05:00,3047,27.77,887,802,2160
01.10.2017 06:00,3279,28.93,859,807,2420
01.10.2017 07:00,3760,29.79,817,821,2943
01.10.2017 08:00,4224,31,820,833,3404
01.10.2017 09:00,4290,31.31,853,826,3437
01.10.2017 10:00,4232,31.22,862,829,3370
01.10.2017 11:00,4270,31.14,875,838,3395
01.10.2017 12:00,4319,31.06,849,849,3470
01.10.2017 13:00,4291,30.99,834,840,3457
01.10.2017 14:00,4283,31,829,826,3454
01.10.2017 15:00,4251,31.01,852,800,3399
01.10.2017 16:00,4289,31.03,849,775,3440
01.10.2017 17:00,4360,40.4,845,757,3515
01.10.2017 18:00,4386,41.44,839,759,3547
01.10.2017 19:00,4283,39.91,825,758,3458
01.10.2017 20:00,4193,30.54,798,762,3395
01.10.2017 21:00,4046,29.81,780,765,3266
01.10.2017 22:00,3862,29.55,820,780,3042
01.10.2017 23:00,3578,29.15,835,794,2743
01.11.2017 00:00,3357,28.08,850,803,2507
01.11.2017 01:00,3163,24.38,921,824,2242
01.11.2017 02:00,3064,22.78,965,856,2099
01.11.2017 03:00,3047,22.05,996,909,2051
01.11.2017 04:00,3054,22.1,1055,955,1999
01.11.2017 05:00,3109,23.6,1112,1012,1997
01.11.2017 06:00,3290,25.88,1159,1076,2131
01.11.2017 07:00,3688,27.82,1231,1138,2457
01.11.2017 08:00,4111,28.96,1304,1199,2807
01.11.2017 09:00,4221,29.14,1346,1263,2875
01.11.2017 10:00,4214,29.12,1376,1323,2838
01.11.2017 11:00,4342,29.15,1369,1370,2973
01.11.2017 12:00,4419,29.16,1358,1397,3061
01.11.2017 13:00,4421,29.17,1360,1408,3061
01.11.2017 14:00,4521,29.13,1309,1417,3212
01.11.2017 15:00,4528,29.15,1304,1399,3224
01.11.2017 16:00,4539,29.18,1273,1358,3266
01.11.2017 17:00,4471,29.4,1271,1289,3200
01.11.2017 18:00,4443,29.57,1283,1253,3160
01.11.2017 19:00,4269,29.38,1308,1225,2961
01.11.2017 20:00,4094,29.13,1293,1217,2801
01.11.2017 21:00,3888,28.6,1265,1211,2623
01.11.2017 22:00,3662,27.91,1270,1212,2392
01.11.2017 23:00,3451,26.27,1243,1221,2208
01.12.2017 00:00,3218,24.29,1260,1221,1958
01.12.2017 01:00,3123,22.17,1261,1244,1862
01.12.2017 02:00,3058,18.07,1256,1242,1802
01.12.2017 03:00,3033,17.38,1243,1242,1790
01.12.2017 04:00,3050,17.43,1233,1239,1817
01.12.2017 05:00,3081,23.49,1242,1244,1839
01.12.2017 06:00,3261,24.98,1265,1247,1996
01.12.2017 07:00,3698,28.29,1255,1251,2443
01.12.2017 08:00,4095,29.41,1264,1244,2831
01.12.2017 09:00,4182,29.78,1286,1260,2896
01.12.2017 10:00,4205,29.5,1267,1265,2938
01.12.2017 11:00,4219,29.54,1271,1274,2948
01.12.2017 12:00,4177,29.5,1306,1292,2871
01.12.2017 13:00,4069,29.47,1347,1306,2722
01.12.2017 14:00,4030,29.5,1340,1317,2690
01.12.2017 15:00,3998,29.55,1338,1319,2660
01.12.2017 16:00,4006,29.64,1348,1300,2658
01.12.2017 17:00,4112,30.23,1319,1275,2793
01.12.2017 18:00,4189,30.52,1264,1235,2925
01.12.2017 19:00,4141,30.28,1201,1192,2940
01.12.2017 20:00,4032,29.88,1140,1133,2892
01.12.2017 21:00,3933,29.5,1061,1084,2872
01.12.2017 22:00,3779,29.43,947,1019,2832
01.12.2017 23:00,3607,29.21,853,954,2754
13.01.2017 00:00,3368,28.83,811,875,2557
13.01.2017 01:00,3248,29.15,761,818,2487
13.01.2017 02:00,3156,29.01,692,735,2464
13.01.2017 03:00,3158,29.09,580,655,2578
13.01.2017 04:00,3179,29.09,451,564,2728
13.01.2017 05:00,3170,29.25,369,456,2801
13.01.2017 06:00,3385,30.64,232,359,3153
13.01.2017 07:00,3835,34.12,157,286,3678
13.01.2017 08:00,4236,41.15,113,214,4123
13.01.2017 09:00,4338,44.41,77,169,4261
13.01.2017 10:00,4242,44.39,57,138,4185
13.01.2017 11:00,4244,44.05,41,98,4203
13.01.2017 12:00,4246,44.02,31,76,4215
13.01.2017 13:00,4151,41.11,41,65,4110
13.01.2017 14:00,4073,41.05,48,61,4025
13.01.2017 15:00,4021,40.97,44,69,3977
13.01.2017 16:00,4030,41.03,48,84,3982
13.01.2017 17:00,4135,43.79,57,99,4078
13.01.2017 18:00,4216,47.55,64,111,4152
13.01.2017 19:00,4081,44.09,82,120,3999
13.01.2017 20:00,3916,40.82,93,127,3823
13.01.2017 21:00,3740,31.38,117,139,3623
13.01.2017 22:00,3546,31.12,146,148,3400
13.01.2017 23:00,3368,30.78,150,156,3218
14.01.2017 00:00,3205,29.92,145,158,3060
14.01.2017 01:00,3070,29.82,145,178,2925
14.01.2017 02:00,2981,28.98,168,193,2813
14.01.2017 03:00,2964,28.64,178,207,2786
14.01.2017 04:00,2944,28.5,192,220,2752
14.01.2017 05:00,2990,28.61,189,228,2801
14.01.2017 06:00,3062,28.74,181,223,2881
14.01.2017 07:00,3149,29.49,206,216,2943
14.01.2017 08:00,3324,29.77,220,212,3104
14.01.2017 09:00,3446,30.59,230,206,3216
14.01.2017 10:00,3594,31.01,197,176,3397
14.01.2017 11:00,3682,31.6,164,170,3518
14.01.2017 12:00,3700,31.59,152,150,3548
14.01.2017 13:00,3644,31.14,128,134,3516
14.01.2017 14:00,3633,30.96,88,124,3545
14.01.2017 15:00,3550,30.97,88,125,3462
14.01.2017 16:00,3615,31.13,81,127,3534
14.01.2017 17:00,3839,33.51,81,123,3758
14.01.2017 18:00,3942,35.35,86,128,3856
14.01.2017 19:00,3914,34.47,74,138,3840
14.01.2017 20:00,3821,31.98,61,153,3760
14.01.2017 21:00,3692,31.57,52,172,3640
14.01.2017 22:00,3507,30.66,102,190,3405
14.01.2017 23:00,3340,30.25,138,209,3202
15.01.2017 00:00,3200,29.55,156,223,3044
15.01.2017 01:00,3044,29.02,184,197,2860
15.01.2017 02:00,2988,28.54,220,217,2768
15.01.2017 03:00,2947,27.33,246,245,2701
15.01.2017 04:00,2946,27.09,258,271,2688
15.01.2017 05:00,2960,27.33,299,298,2661
15.01.2017 06:00,2966,28.7,367,308,2599
15.01.2017 07:00,3095,29.09,359,316,2736
15.01.2017 08:00,3264,29.33,364,345,2900
15.01.2017 09:00,3432,30.55,330,324,3102
15.01.2017 10:00,3589,31.94,317,307,3272
15.01.2017 11:00,3723,32.06,290,307,3433
15.01.2017 12:00,3739,32.15,254,286,3485
15.01.2017 13:00,3750,31.95,218,277,3532
15.01.2017 14:00,3716,31.7,210,266,3506
15.01.2017 15:00,3694,31.5,207,273,3487
15.01.2017 16:00,3757,31.7,224,288,3533
15.01.2017 17:00,3931,37.78,316,327,3615
15.01.2017 18:00,4052,42.72,377,334,3675
15.01.2017 19:00,4036,41.7,431,333,3605
15.01.2017 20:00,4002,39.63,444,328,3558
15.01.2017 21:00,3939,32.18,371,319,3568
15.01.2017 22:00,3810,31.94,339,310,3471
15.01.2017 23:00,3576,31.72,382,302,3194
16.01.2017 00:00,3398,31.11,433,293,2965
16.01.2017 01:00,3255,31.01,454,305,2801
16.01.2017 02:00,3266,30.93,414,299,2852
16.01.2017 03:00,3306,30.9,378,294,2928
16.01.2017 04:00,3394,30.93,359,290,3035
16.01.2017 05:00,3440,31.34,395,295,3045
16.01.2017 06:00,3646,31.86,420,298,3226
16.01.2017 07:00,4176,36.42,396,307,3780
16.01.2017 08:00,4589,60.04,416,302,4173
16.01.2017 09:00,4545,59.9,484,286,4061
16.01.2017 10:00,4604,56.28,379,280,4225
16.01.2017 11:00,4655,60.06,250,266,4405
16.01.2017 12:00,4597,58.14,163,226,4434
16.01.2017 13:00,4517,57.04,114,201,4403
16.01.2017 14:00,4439,60.61,118,173,4321
16.01.2017 15:00,4353,61.03,137,166,4216
16.01.2017 16:00,4401,58.71,148,161,4253
16.01.2017 17:00,4474,87.38,186,179,4288
16.01.2017 18:00,4607,117.12,196,200,4411
16.01.2017 19:00,4552,82.84,201,211,4351
16.01.2017 20:00,4414,56.4,226,209,4188
16.01.2017 21:00,4258,43.78,197,188,4061
16.01.2017 22:00,4117,33.96,142,165,3975
16.01.2017 23:00,3882,32.01,134,138,3748
17.01.2017 00:00,3626,31.11,131,124,3495
17.01.2017 01:00,3478,31.01,128,123,3350
17.01.2017 02:00,3411,30.61,131,105,3280
17.01.2017 03:00,3390,30.65,138,102,3252
17.01.2017 04:00,3425,30.68,121,91,3304
17.01.2017 05:00,3476,31.12,124,84,3352
17.01.2017 06:00,3707,32.67,92,73,3615
17.01.2017 07:00,4213,38.34,80,64,4133
17.01.2017 08:00,4612,48.24,93,58,4519
17.01.2017 09:00,4677,61.04,72,52,4605
17.01.2017 10:00,4610,67.29,59,60,4551
17.01.2017 11:00,4556,66.11,78,68,4478
17.01.2017 12:00,4480,70.68,87,81,4393
17.01.2017 13:00,4423,68.1,99,96,4324
17.01.2017 14:00,4387,65.98,152,112,4235
17.01.2017 15:00,4380,55.15,180,140,4200
17.01.2017 16:00,4442,48.52,211,170,4231
17.01.2017 17:00,4507,74.9,246,210,4261
17.01.2017 18:00,4564,98.47,286,259,4278
17.01.2017 19:00,4469,68.7,314,295,4155
17.01.2017 20:00,4339,47.02,384,336,3955
17.01.2017 21:00,4162,44.2,439,373,3723
17.01.2017 22:00,3938,30.56,493,402,3445
17.01.2017 23:00,3687,30.08,527,438,3160
18.01.2017 00:00,3462,29.71,570,476,2892
18.01.2017 01:00,3195,29.01,674,475,2521
18.01.2017 02:00,3130,28.58,700,501,2430
18.01.2017 03:00,3155,28.45,661,518,2494
18.01.2017 04:00,3205,28.54,622,547,2583
18.01.2017 05:00,3261,29.13,649,572,2612
18.01.2017 06:00,3372,29.73,710,587,2662
18.01.2017 07:00,3773,30.04,713,586,3060
18.01.2017 08:00,4167,30.79,725,582,3442
18.01.2017 09:00,4229,30.88,721,589,3508
18.01.2017 10:00,4228,30.72,687,597,3541
18.01.2017 11:00,4249,30.59,712,610,3537
18.01.2017 12:00,4257,30.43,725,608,3532
18.01.2017 13:00,4189,30.43,725,606,3464
18.01.2017 14:00,4223,30.28,710,628,3513
18.01.2017 15:00,4198,30.14,721,649,3477
18.01.2017 16:00,4247,30.12,710,663,3537
18.01.2017 17:00,4222,30.33,791,677,3431
18.01.2017 18:00,4240,30.51,838,693,3402
18.01.2017 19:00,4125,30.22,858,692,3267
18.01.2017 20:00,3986,29.82,874,720,3112
18.01.2017 21:00,3804,29.31,914,744,2890
18.01.2017 22:00,3619,29.27,924,757,2695
18.01.2017 23:00,3390,29.08,914,773,2476
19.01.2017 00:00,3164,28.79,920,754,2244
19.01.2017 01:00,3007,25.89,944,808,2063
19.01.2017 02:00,2924,27.3,928,781,1996
19.01.2017 03:00,2844,27.14,938,751,1906
19.01.2017 04:00,2846,27.42,898,725,1948
19.01.2017 05:00,2868,28.35,855,697,2013
19.01.2017 06:00,3041,29.11,805,679,2236
19.01.2017 07:00,3461,29.39,802,656,2659
19.01.2017 08:00,3882,29.86,785,629,3097
19.01.2017 09:00,3993,30.43,746,613,3247
19.01.2017 10:00,3961,30.28,748,625,3213
19.01.2017 11:00,4000,29.97,750,625,3250
19.01.2017 12:00,3997,29.82,752,639,3245
19.01.2017 13:00,3967,29.65,760,666,3207
19.01.2017 14:00,3964,29.57,794,716,3170
19.01.2017 15:00,3930,29.53,837,752,3093
19.01.2017 16:00,3958,29.53,861,781,3097
19.01.2017 17:00,4014,29.69,863,784,3151
19.01.2017 18:00,4098,29.84,883,811,3215
19.01.2017 19:00,3978,29.79,919,819,3059
19.01.2017 20:00,3850,29.53,919,801,2931
19.01.2017 21:00,3740,28.87,862,786,2878
19.01.2017 22:00,3567,28.79,823,770,2744
19.01.2017 23:00,3309,28.74,811,747,2498
20.01.2017 00:00,3090,28.41,775,707,2315
20.01.2017 01:00,2930,27.23,719,682,2211
20.01.2017 02:00,2908,27.26,655,657,2253
20.01.2017 03:00,2922,27.11,574,621,2348
20.01.2017 04:00,2930,27.34,521,588,2409
20.01.2017 05:00,2944,27.9,515,556,2429
20.01.2017 06:00,3075,28.01,552,549,2523
20.01.2017 07:00,3511,28.59,564,556,2947
20.01.2017 08:00,3864,29.73,618,559,3246
20.01.2017 09:00,3922,29.98,678,573,3244
20.01.2017 10:00,3903,29.89,708,629,3195
20.01.2017 11:00,3881,29.84,777,678,3104
20.01.2017 12:00,3789,29.72,856,703,2933
20.01.2017 13:00,3633,29.5,902,720,2731
20.01.2017 14:00,3604,29.37,868,751,2736
20.01.2017 15:00,3516,29.08,873,749,2643
20.01.2017 16:00,3489,28.92,867,746,2622
20.01.2017 17:00,3584,29.33,845,722,2739
20.01.2017 18:00,3725,29.62,793,687,2932
20.01.2017 19:00,3687,29.52,697,639,2990
20.01.2017 20:00,3577,28.9,615,587,2962
20.01.2017 21:00,3427,28.36,537,530,2890
20.01.2017 22:00,3279,28.28,477,479,2802
20.01.2017 23:00,3133,28.11,416,422,2717
21.01.2017 00:00,2984,27.69,375,368,2609
21.01.2017 01:00,2797,27.64,360,299,2437
21.01.2017 02:00,2718,27.15,336,259,2382
21.01.2017 03:00,2643,26.9,321,216,2322
21.01.2017 04:00,2667,26.93,269,182,2398
21.01.2017 05:00,2703,27.22,214,150,2489
21.01.2017 06:00,2830,27.74,123,117,2707
21.01.2017 07:00,3001,27.77,71,97,2930
21.01.2017 08:00,3208,28.24,47,82,3161
21.01.2017 09:00,3382,28.8,34,65,3348
21.01.2017 10:00,3481,29.17,29,50,3452
21.01.2017 11:00,3553,29.52,27,38,3526
21.01.2017 12:00,3551,29.51,29,31,3522
21.01.2017 13:00,3501,29.29,38,26,3463
21.01.2017 14:00,3452,29.09,37,27,3415
21.01.2017 15:00,3432,29.06,27,29,3405
21.01.2017 16:00,3439,29.51,25,33,3414
21.01.2017 17:00,3629,29.9,23,36,3606
21.01.2017 18:00,3785,30.94,19,41,3766
21.01.2017 19:00,3742,30.36,23,47,3719
21.01.2017 20:00,3620,29.82,25,54,3595
21.01.2017 21:00,3503,29.31,47,69,3456
21.01.2017 22:00,3382,28.97,83,88,3299
21.01.2017 23:00,3237,28.54,128,105,3109
22.01.2017 00:00,3099,28.13,164,128,2935
22.01.2017 01:00,2994,28.57,135,123,2859
22.01.2017 02:00,2949,28.08,101,131,2848
22.01.2017 03:00,2911,27.78,113,141,2798
22.01.2017 04:00,2917,27.71,125,152,2792
22.01.2017 05:00,2955,27.75,111,162,2844
22.01.2017 06:00,3008,28.02,111,174,2897
22.01.2017 07:00,3110,28.05,115,189,2995
22.01.2017 08:00,3239,28.44,128,197,3111
22.01.2017 09:00,3349,28.75,147,208,3202
22.01.2017 10:00,3497,29.29,153,212,3344
22.01.2017 11:00,3624,29.6,156,226,3468
22.01.2017 12:00,3707,29.59,132,220,3575
22.01.2017 13:00,3719,29.53,133,221,3586
22.01.2017 14:00,3671,29.52,151,219,3520
22.01.2017 15:00,3666,29.52,140,214,3526
22.01.2017 16:00,3682,29.62,144,205,3538
22.01.2017 17:00,3803,29.98,156,208,3647
22.01.2017 18:00,3869,30.7,186,217,3683
22.01.2017 19:00,3817,30.53,222,232,3595
22.01.2017 20:00,3683,29.95,271,242,3412
22.01.2017 21:00,3560,29.65,278,256,3282
22.01.2017 22:00,3443,29.53,263,266,3180
22.01.2017 23:00,3215,29.04,295,278,2920
23.01.2017 00:00,3086,28.05,287,286,2799
23.01.2017 01:00,2942,28.16,294,284,2648
23.01.2017 02:00,2855,26.92,305,285,2550
23.01.2017 03:00,2871,26.35,287,281,2584
23.01.2017 04:00,2853,27.13,313,283,2540
23.01.2017 05:00,2899,28.44,338,292,2561
23.01.2017 06:00,3047,28.63,385,295,2662
23.01.2017 07:00,3487,29.39,420,310,3067
23.01.2017 08:00,3976,30.31,400,324,3576
23.01.2017 09:00,4109,30.62,386,330,3723
23.01.2017 10:00,4128,30.32,333,343,3795
23.01.2017 11:00,4134,30.09,375,348,3759
23.01.2017 12:00,4123,29.96,437,382,3686
23.01.2017 13:00,4052,29.85,464,406,3588
23.01.2017 14:00,4020,29.78,493,426,3527
23.01.2017 15:00,3969,29.75,508,439,3461
23.01.2017 16:00,3971,29.85,514,441,3457
23.01.2017 17:00,4085,30.24,473,445,3612
23.01.2017 18:00,4244,31.08,463,444,3781
23.01.2017 19:00,4099,30.44,491,442,3608
23.01.2017 20:00,3960,29.91,499,436,3461
