CET_TimeStamp,Actual_Total_Load,Day_Ahead_Price,Wind_Onshore_Gen_Actual,Wind_Onshore_generation_forecast,Residual_load
01.05.2016 06:00,3494,17.92,442,559,3052
01.05.2016 07:00,3810,18.8,464,565,3346
01.05.2016 08:00,4076,20.51,499,565,3577
01.05.2016 09:00,4246,22.58,481,549,3765
01.05.2016 10:00,4296,23.13,492,560,3804
01.05.2016 11:00,4396,23.21,417,563,3979
01.05.2016 12:00,4345,21.91,406,550,3939
01.05.2016 13:00,4242,21.29,401,508,3841
01.05.2016 14:00,4181,20.98,387,466,3794
01.05.2016 15:00,4183,21.03,387,476,3796
01.05.2016 16:00,4259,23.17,382,447,3877
01.05.2016 17:00,4369,30.98,469,468,3900
01.05.2016 18:00,4427,34.63,488,473,3939
01.05.2016 19:00,4330,24.18,535,504,3795
01.05.2016 20:00,4222,20.83,575,531,3647
01.05.2016 21:00,4176,19.89,494,532,3682
01.05.2016 22:00,4016,19.39,466,515,3550
01.05.2016 23:00,3868,18.73,483,526,3385
01.06.2016 00:00,3638,17.97,528,510,3110
01.06.2016 01:00,3461,20.02,567,480,2894
01.06.2016 02:00,3356,19.63,575,485,2781
01.06.2016 03:00,3388,19.33,550,492,2838
01.06.2016 04:00,3376,19.35,586,496,2790
01.06.2016 05:00,3389,19.51,588,501,2801
01.06.2016 06:00,3454,19.81,599,501,2855
01.06.2016 07:00,3579,20.5,588,508,2991
01.06.2016 08:00,3759,22.06,550,506,3209
01.06.2016 09:00,3880,25.19,548,487,3332
01.06.2016 10:00,3996,28.24,512,520,3484
01.06.2016 11:00,4040,34.97,491,493,3549
01.06.2016 12:00,4140,37.95,435,525,3705
01.06.2016 13:00,4103,37.37,430,516,3673
01.06.2016 14:00,4002,36.61,443,504,3559
01.06.2016 15:00,4039,29.75,477,506,3562
01.06.2016 16:00,4081,36.04,519,516,3562
01.06.2016 17:00,4208,41.28,589,533,3619
01.06.2016 18:00,4223,44.95,607,557,3616
01.06.2016 19:00,4171,46.46,577,577,3594
01.06.2016 20:00,4122,42.89,612,577,3510
01.06.2016 21:00,4009,24.87,602,559,3407
01.06.2016 22:00,3866,22.06,582,548,3284
01.06.2016 23:00,3761,20.47,551,528,3210
01.07.2016 00:00,3640,19.37,531,513,3109
01.07.2016 01:00,3558,22.61,530,507,3028
01.07.2016 02:00,3451,21.75,571,496,2880
01.07.2016 03:00,3422,21.5,585,477,2837
01.07.2016 04:00,3438,21.52,575,468,2863
01.07.2016 05:00,3493,21.83,560,464,2933
01.07.2016 06:00,3595,24.2,541,454,3054
01.07.2016 07:00,4040,27.07,472,454,3568
01.07.2016 08:00,4420,72.26,402,458,4018
01.07.2016 09:00,4631,99.93,321,498,4310
01.07.2016 10:00,4640,79.6,334,521,4306
01.07.2016 11:00,4649,74.91,364,544,4285
01.07.2016 12:00,4537,61.37,441,564,4096
01.07.2016 13:00,4514,59.91,497,623,4017
01.07.2016 14:00,4501,61.85,524,695,3977
01.07.2016 15:00,4442,59.69,542,728,3900
01.07.2016 16:00,4522,65.42,601,775,3921
01.07.2016 17:00,4510,99.94,677,820,3833
01.07.2016 18:00,4438,97.59,794,856,3644
01.07.2016 19:00,4293,69.93,888,878,3405
01.07.2016 20:00,4172,37.19,961,925,3211
01.07.2016 21:00,4045,31.94,998,956,3047
01.07.2016 22:00,3875,25.87,979,974,2896
01.07.2016 23:00,3671,21.55,997,977,2674
01.08.2016 00:00,3448,20.26,999,985,2449
01.08.2016 01:00,3324,21.06,994,1031,2330
01.08.2016 02:00,3249,20.16,982,1031,2267
01.08.2016 03:00,3314,19.78,1006,1061,2308
01.08.2016 04:00,3225,19.86,1017,1083,2208
01.08.2016 05:00,3257,20.17,1029,1083,2228
01.08.2016 06:00,3374,20.73,1056,1084,2318
01.08.2016 07:00,3754,22.02,1034,1066,2720
01.08.2016 08:00,4091,29.91,1040,1051,3051
01.08.2016 09:00,4149,43.16,1042,1007,3107
01.08.2016 10:00,4154,43.71,980,966,3174
01.08.2016 11:00,4281,43.43,913,908,3368
01.08.2016 12:00,4203,36.95,850,840,3353
01.08.2016 13:00,4175,32.27,792,798,3383
01.08.2016 14:00,4101,26.78,766,754,3335
01.08.2016 15:00,4027,27.6,686,670,3341
01.08.2016 16:00,4022,32.08,615,602,3407
01.08.2016 17:00,4100,38.07,561,540,3539
01.08.2016 18:00,4126,46.16,494,497,3632
01.08.2016 19:00,3922,46.97,450,427,3472
01.08.2016 20:00,3766,40.09,379,373,3387
01.08.2016 21:00,3608,28.57,338,350,3270
01.08.2016 22:00,3470,25.09,306,340,3164
01.08.2016 23:00,3342,24.32,257,292,3085
01.09.2016 00:00,3196,22.66,228,256,2968
01.09.2016 01:00,3116,24.51,213,220,2903
01.09.2016 02:00,3053,23.44,188,211,2865
01.09.2016 03:00,3032,22.79,162,208,2870
01.09.2016 04:00,3009,22.49,142,178,2867
01.09.2016 05:00,3029,21.96,109,169,2920
01.09.2016 06:00,3079,22.25,102,166,2977
01.09.2016 07:00,3188,22.39,105,167,3083
01.09.2016 08:00,3347,22.97,115,164,3232
01.09.2016 09:00,3435,23.95,118,151,3317
01.09.2016 10:00,3499,24.7,140,175,3359
01.09.2016 11:00,3555,26.49,165,188,3390
01.09.2016 12:00,3543,26.93,191,191,3352
01.09.2016 13:00,3491,26.32,235,207,3256
01.09.2016 14:00,3535,25.32,239,219,3296
01.09.2016 15:00,3556,24.85,258,245,3298
01.09.2016 16:00,3563,26.13,266,278,3297
01.09.2016 17:00,3722,29.77,325,305,3397
01.09.2016 18:00,3717,36.1,389,335,3328
01.09.2016 19:00,3629,27.87,462,378,3167
01.09.2016 20:00,3502,24.63,490,405,3012
01.09.2016 21:00,3372,23.13,522,447,2850
01.09.2016 22:00,3252,22.57,537,477,2715
01.09.2016 23:00,3225,22.07,500,515,2725
01.10.2016 00:00,3033,21.26,524,549,2509
01.10.2016 01:00,2946,21.32,598,645,2348
01.10.2016 02:00,2818,19.93,681,671,2137
01.10.2016 03:00,2743,19.65,721,697,2022
01.10.2016 04:00,2694,19.43,788,720,1906
01.10.2016 05:00,2660,19.25,837,741,1823
01.10.2016 06:00,2693,19.39,872,768,1821
01.10.2016 07:00,2778,19.33,892,791,1886
01.10.2016 08:00,2878,19.57,929,821,1949
01.10.2016 09:00,2974,19.49,964,837,2010
01.10.2016 10:00,3099,20.15,976,858,2123
01.10.2016 11:00,3245,20.95,973,877,2272
01.10.2016 12:00,3330,21.59,981,891,2349
01.10.2016 13:00,3475,21.83,933,914,2542
01.10.2016 14:00,3518,21.33,900,914,2618
01.10.2016 15:00,3482,21.22,905,912,2577
01.10.2016 16:00,3547,21.98,890,891,2657
01.10.2016 17:00,3705,23.92,874,841,2831
01.10.2016 18:00,3826,25.76,754,784,3072
01.10.2016 19:00,3853,24.92,614,722,3239
01.10.2016 20:00,3825,24.34,466,624,3359
01.10.2016 21:00,3676,23.79,408,540,3268
01.10.2016 22:00,3441,23.04,379,452,3062
01.10.2016 23:00,3184,22.34,386,398,2798
01.11.2016 00:00,3001,21.69,348,361,2653
01.11.2016 01:00,2886,21.37,324,343,2562
01.11.2016 02:00,2808,20.04,298,320,2510
01.11.2016 03:00,2797,19.78,245,288,2552
01.11.2016 04:00,2813,19.36,234,269,2579
01.11.2016 05:00,2790,19.68,288,253,2502
01.11.2016 06:00,2929,21.56,337,233,2592
01.11.2016 07:00,3363,24.24,324,221,3039
01.11.2016 08:00,3831,40.62,274,204,3557
01.11.2016 09:00,3978,45.93,241,210,3737
01.11.2016 10:00,3968,44,198,193,3770
01.11.2016 11:00,4038,41.94,147,169,3891
01.11.2016 12:00,4067,40.96,108,156,3959
01.11.2016 13:00,4064,41.31,76,142,3988
01.11.2016 14:00,4084,41.09,45,126,4039
01.11.2016 15:00,4030,38.92,35,109,3995
01.11.2016 16:00,4030,37.5,25,83,4005
01.11.2016 17:00,4091,37.95,37,111,4054
01.11.2016 18:00,4098,44.69,63,118,4035
01.11.2016 19:00,3999,42.88,73,113,3926
01.11.2016 20:00,3897,39.04,84,114,3813
01.11.2016 21:00,3698,32.3,112,116,3586
01.11.2016 22:00,3531,25.45,105,127,3426
01.11.2016 23:00,3327,23.05,98,123,3229
01.12.2016 00:00,3215,21.68,89,115,3126
01.12.2016 01:00,2961,21.11,67,111,2894
01.12.2016 02:00,2890,19.81,67,104,2823
01.12.2016 03:00,2846,19.1,74,102,2772
01.12.2016 04:00,2843,18.41,84,107,2759
01.12.2016 05:00,2886,19,80,116,2806
01.12.2016 06:00,3059,20.91,81,129,2978
01.12.2016 07:00,3474,22.93,81,141,3393
01.12.2016 08:00,3931,35.06,75,147,3856
01.12.2016 09:00,3937,39.53,96,142,3841
01.12.2016 10:00,3943,41,74,145,3869
01.12.2016 11:00,4044,38.66,53,136,3991
01.12.2016 12:00,4019,36.46,43,124,3976
01.12.2016 13:00,3912,35,72,93,3840
01.12.2016 14:00,3908,33.3,112,97,3796
01.12.2016 15:00,3868,32.21,115,109,3753
01.12.2016 16:00,3936,33,126,122,3810
01.12.2016 17:00,3989,47.26,141,133,3848
01.12.2016 18:00,4015,55.97,147,131,3868
01.12.2016 19:00,3974,40.33,163,158,3811
01.12.2016 20:00,3845,29.69,198,181,3647
01.12.2016 21:00,3672,26.05,231,199,3441
01.12.2016 22:00,3497,24.76,262,214,3235
01.12.2016 23:00,3363,23.3,304,259,3059
13.01.2016 00:00,3186,21.51,323,286,2863
13.01.2016 01:00,3013,21,330,293,2683
13.01.2016 02:00,2923,19.66,401,318,2522
13.01.2016 03:00,2867,18.72,469,353,2398
13.01.2016 04:00,2872,18.66,514,384,2358
13.01.2016 05:00,2967,19.31,515,404,2452
13.01.2016 06:00,3170,21.34,514,414,2656
13.01.2016 07:00,3709,23.52,527,424,3182
13.01.2016 08:00,4179,27.5,474,419,3705
13.01.2016 09:00,4335,30.35,435,415,3900
13.01.2016 10:00,4327,30.73,384,399,3943
13.01.2016 11:00,4372,31.45,336,377,4036
13.01.2016 12:00,4293,33.56,328,367,3965
13.01.2016 13:00,4253,33.99,285,339,3968
13.01.2016 14:00,4228,34.09,289,316,3939
13.01.2016 15:00,4151,34.02,321,298,3830
13.01.2016 16:00,4208,43.55,316,285,3892
13.01.2016 17:00,4316,82.2,317,290,3999
13.01.2016 18:00,4382,99.93,320,284,4062
13.01.2016 19:00,4333,59.92,295,279,4038
13.01.2016 20:00,4198,38.86,298,254,3900
13.01.2016 21:00,4088,29.62,274,225,3814
13.01.2016 22:00,3975,26.97,248,218,3727
13.01.2016 23:00,3801,25.42,229,207,3572
14.01.2016 00:00,3595,22.95,223,191,3372
14.01.2016 01:00,3460,23.51,227,157,3233
14.01.2016 02:00,3347,22.58,223,148,3124
14.01.2016 03:00,3312,22.22,220,144,3092
14.01.2016 04:00,3304,22.03,205,140,3099
14.01.2016 05:00,3365,22.53,210,143,3155
14.01.2016 06:00,3538,23.9,200,160,3338
14.01.2016 07:00,4014,29.27,204,167,3810
14.01.2016 08:00,4430,69.91,221,171,4209
14.01.2016 09:00,4479,88.61,232,168,4247
14.01.2016 10:00,4513,69.98,225,174,4288
14.01.2016 11:00,4454,49.6,202,171,4252
14.01.2016 12:00,4481,50.06,154,170,4327
14.01.2016 13:00,4394,59.08,158,159,4236
14.01.2016 14:00,4357,66.73,158,157,4199
14.01.2016 15:00,4329,60.81,163,169,4166
14.01.2016 16:00,4335,66.19,193,169,4142
14.01.2016 17:00,4384,132.45,232,206,4152
14.01.2016 18:00,4503,154.93,259,228,4244
14.01.2016 19:00,4376,120.76,275,250,4101
14.01.2016 20:00,4474,62.09,258,251,4216
14.01.2016 21:00,4216,39.28,262,274,3954
14.01.2016 22:00,4141,31.61,257,318,3884
14.01.2016 23:00,3893,27.49,269,325,3624
15.01.2016 00:00,3706,25.11,275,337,3431
15.01.2016 01:00,3545,24.58,277,361,3268
15.01.2016 02:00,3542,24.04,254,360,3288
15.01.2016 03:00,3558,23.28,254,368,3304
15.01.2016 04:00,3544,22.94,275,370,3269
15.01.2016 05:00,3553,22.94,316,374,3237
15.01.2016 06:00,3578,23.17,339,382,3239
15.01.2016 07:00,4089,26.35,351,386,3738
15.01.2016 08:00,4506,119.92,337,381,4169
15.01.2016 09:00,4558,134.43,324,368,4234
15.01.2016 10:00,4560,150.01,276,341,4284
15.01.2016 11:00,4579,58,204,296,4375
15.01.2016 12:00,4679,55.66,129,257,4550
15.01.2016 13:00,4454,57.67,86,228,4368
15.01.2016 14:00,4369,56.63,67,202,4302
15.01.2016 15:00,4312,47.56,47,185,4265
15.01.2016 16:00,4257,48.41,44,146,4213
15.01.2016 17:00,4386,101.57,61,137,4325
15.01.2016 18:00,4494,149.95,94,132,4400
15.01.2016 19:00,4416,90.08,110,132,4306
15.01.2016 20:00,4281,45.43,136,126,4145
15.01.2016 21:00,4210,33.69,107,121,4103
15.01.2016 22:00,4059,29.34,109,119,3950
15.01.2016 23:00,3910,27.17,100,114,3810
16.01.2016 00:00,3793,24.96,113,107,3680
16.01.2016 01:00,3622,26.49,147,77,3475
16.01.2016 02:00,3580,25.7,125,75,3455
16.01.2016 03:00,3621,24.84,92,75,3529
16.01.2016 04:00,3628,24.34,89,79,3539
16.01.2016 05:00,3672,24.03,90,90,3582
16.01.2016 06:00,3751,24.71,85,89,3666
16.01.2016 07:00,3845,24.18,66,88,3779
16.01.2016 08:00,3997,24.43,64,92,3933
16.01.2016 09:00,4157,26.58,62,108,4095
16.01.2016 10:00,4203,31.63,56,103,4147
16.01.2016 11:00,4277,33.39,46,97,4231
16.01.2016 12:00,4247,33.23,27,85,4220
16.01.2016 13:00,4158,29.16,6,76,4152
16.01.2016 14:00,4120,26.31,11,74,4109
16.01.2016 15:00,4002,25.47,22,72,3980
16.01.2016 16:00,3995,25.6,40,86,3955
16.01.2016 17:00,4170,30.15,74,103,4096
16.01.2016 18:00,4267,40.75,110,128,4157
16.01.2016 19:00,4235,40.73,147,155,4088
16.01.2016 20:00,4084,30.29,200,164,3884
16.01.2016 21:00,3936,26.18,238,173,3698
16.01.2016 22:00,3836,25.07,253,183,3583
16.01.2016 23:00,3783,24.72,204,185,3579
17.01.2016 00:00,3648,23.54,203,192,3445
17.01.2016 01:00,3490,21.88,220,206,3270
17.01.2016 02:00,3426,20.25,224,204,3202
17.01.2016 03:00,3422,20.76,235,204,3187
17.01.2016 04:00,3426,20.97,252,198,3174
17.01.2016 05:00,3455,20.89,259,210,3196
17.01.2016 06:00,3492,20.94,285,214,3207
17.01.2016 07:00,3547,20.12,332,221,3215
17.01.2016 08:00,3697,22.35,336,220,3361
17.01.2016 09:00,3875,23.52,295,214,3580
17.01.2016 10:00,4056,24.58,242,205,3814
17.01.2016 11:00,4114,26.44,178,186,3936
17.01.2016 12:00,4120,27.26,119,182,4001
17.01.2016 13:00,4022,25.96,83,164,3939
17.01.2016 14:00,3971,25.97,78,159,3893
17.01.2016 15:00,3897,25.56,83,157,3814
17.01.2016 16:00,3926,26.42,116,150,3810
17.01.2016 17:00,4088,31.94,195,159,3893
17.01.2016 18:00,4239,39.49,232,172,4007
17.01.2016 19:00,4253,42.8,277,181,3976
17.01.2016 20:00,4231,37.98,278,177,3953
17.01.2016 21:00,4118,32.5,297,171,3821
17.01.2016 22:00,4034,26.39,309,174,3725
17.01.2016 23:00,3860,25.6,300,184,3560
18.01.2016 00:00,3705,24.39,336,203,3369
18.01.2016 01:00,3594,23.96,379,205,3215
18.01.2016 02:00,3502,23.47,457,229,3045
18.01.2016 03:00,3445,23.56,540,263,2905
18.01.2016 04:00,3518,23.46,566,315,2952
18.01.2016 05:00,3591,23.51,568,340,3023
18.01.2016 06:00,3797,24.25,575,364,3222
18.01.2016 07:00,4317,26.95,597,380,3720
18.01.2016 08:00,4711,46.68,592,396,4119
18.01.2016 09:00,4727,82.14,593,420,4134
18.01.2016 10:00,4713,53.79,508,399,4205
18.01.2016 11:00,4746,51.25,409,391,4337
18.01.2016 12:00,4728,48.44,334,380,4394
18.01.2016 13:00,4600,46.93,318,381,4282
18.01.2016 14:00,4544,46.32,328,375,4216
18.01.2016 15:00,4539,45.76,289,373,4250
18.01.2016 16:00,4523,49.53,267,350,4256
18.01.2016 17:00,4597,81.31,255,348,4342
18.01.2016 18:00,4573,95.06,289,352,4284
18.01.2016 19:00,4464,63.39,341,366,4123
18.01.2016 20:00,4318,47.82,377,375,3941
18.01.2016 21:00,4154,34.24,362,394,3792
18.01.2016 22:00,4026,26.58,355,418,3671
18.01.2016 23:00,3781,24.82,380,447,3401
19.01.2016 00:00,3640,23.73,426,479,3214
19.01.2016 01:00,3412,24.53,485,503,2927
19.01.2016 02:00,3282,23.6,542,528,2740
19.01.2016 03:00,3293,23.32,548,557,2745
19.01.2016 04:00,3319,23.78,558,586,2761
19.01.2016 05:00,3354,24.41,622,635,2732
19.01.2016 06:00,3439,26.29,672,672,2767
19.01.2016 07:00,3859,31.9,764,737,3095
19.01.2016 08:00,4215,60.02,813,764,3402
19.01.2016 09:00,4254,74.06,830,763,3424
19.01.2016 10:00,4297,66.95,749,756,3548
19.01.2016 11:00,4369,61.31,730,751,3639
19.01.2016 12:00,4329,61.43,732,716,3597
19.01.2016 13:00,4288,58.98,683,674,3605
19.01.2016 14:00,4265,58.53,608,606,3657
19.01.2016 15:00,4210,55.81,525,528,3685
19.01.2016 16:00,4236,74.09,441,467,3795
19.01.2016 17:00,4307,133.67,369,417,3938
19.01.2016 18:00,4377,183.52,358,371,4019
19.01.2016 19:00,4356,100.08,285,348,4071
19.01.2016 20:00,4237,57.56,271,331,3966
19.01.2016 21:00,4044,48.24,285,304,3759
19.01.2016 22:00,3905,37.7,272,307,3633
19.01.2016 23:00,3721,32.86,248,298,3473
20.01.2016 00:00,3564,29.08,249,295,3315
20.01.2016 01:00,3483,26.05,243,300,3240
20.01.2016 02:00,3395,25.55,229,296,3166
20.01.2016 03:00,3422,25.79,211,302,3211
20.01.2016 04:00,3414,24.79,239,282,3175
20.01.2016 05:00,3448,25.76,270,279,3178
20.01.2016 06:00,3624,26.54,273,275,3351
20.01.2016 07:00,4077,32.7,257,271,3820
20.01.2016 08:00,4561,56.44,212,266,4349
20.01.2016 09:00,4607,70.09,174,253,4433
20.01.2016 10:00,4630,65.02,135,252,4495
20.01.2016 11:00,4683,60.42,123,247,4560
20.01.2016 12:00,4664,57.52,130,242,4534
20.01.2016 13:00,4563,58.6,160,242,4403
20.01.2016 14:00,4522,57.58,183,246,4339
20.01.2016 15:00,4468,54.95,221,257,4247
20.01.2016 16:00,4495,53.71,230,277,4265
20.01.2016 17:00,4578,85.9,233,295,4345
20.01.2016 18:00,4753,110.41,211,312,4542
20.01.2016 19:00,4698,81.03,211,328,4487
20.01.2016 20:00,4605,70.03,232,325,4373
20.01.2016 21:00,4481,50.1,226,319,4255
20.01.2016 22:00,4319,40.06,238,318,4081
20.01.2016 23:00,4150,33.52,250,316,3900
21.01.2016 00:00,3925,29.63,269,312,3656
21.01.2016 01:00,3760,29.65,293,260,3467
21.01.2016 02:00,3722,27.82,304,247,3418
21.01.2016 03:00,3664,26.65,291,223,3373
21.01.2016 04:00,3722,26.96,249,201,3473
21.01.2016 05:00,3727,27.47,269,186,3458
21.01.2016 06:00,3923,29.81,264,176,3659
21.01.2016 07:00,4327,41.78,261,167,4066
21.01.2016 08:00,4687,199.96,265,168,4422
21.01.2016 09:00,4736,214.25,278,162,4458
21.01.2016 10:00,4869,200,274,167,4595
21.01.2016 11:00,4724,130.06,226,169,4498
21.01.2016 12:00,4627,74.97,184,162,4443
21.01.2016 13:00,4537,61.39,142,144,4395
21.01.2016 14:00,4439,59.11,136,134,4303
21.01.2016 15:00,4357,60.01,120,128,4237
21.01.2016 16:00,4380,98.6,125,117,4255
21.01.2016 17:00,4459,199.97,144,121,4315
21.01.2016 18:00,4627,200.09,144,112,4483
21.01.2016 19:00,4555,199.87,141,108,4414
21.01.2016 20:00,4522,61.61,104,99,4418
21.01.2016 21:00,4424,50.09,65,84,4359
21.01.2016 22:00,4295,36.34,55,74,4240
21.01.2016 23:00,4141,30.36,50,65,4091
22.01.2016 00:00,3846,27.64,46,58,3800
22.01.2016 01:00,3728,27.37,71,57,3657
22.01.2016 02:00,3618,27.25,114,56,3504
22.01.2016 03:00,3585,26.14,123,56,3462
22.01.2016 04:00,3598,26.22,92,64,3506
22.01.2016 05:00,3661,26.94,67,67,3594
22.01.2016 06:00,3833,28.14,62,72,3771
22.01.2016 07:00,4261,30.82,50,79,4211
22.01.2016 08:00,4674,80.37,30,87,4644
22.01.2016 09:00,4654,120.03,24,97,4630
22.01.2016 10:00,4643,119.93,31,104,4612
22.01.2016 11:00,4623,56.04,39,89,4584
22.01.2016 12:00,4597,50.1,47,116,4550
22.01.2016 13:00,4458,43.09,53,131,4405
22.01.2016 14:00,4402,37.93,45,141,4357
22.01.2016 15:00,4323,32.63,52,165,4271
22.01.2016 16:00,4323,32.65,81,187,4242
22.01.2016 17:00,4383,37.28,137,211,4246
22.01.2016 18:00,4498,49.91,179,234,4319
22.01.2016 19:00,4421,30.99,239,293,4182
22.01.2016 20:00,4261,26.88,322,350,3939
22.01.2016 21:00,4040,24.85,448,400,3592
22.01.2016 22:00,3817,23.91,570,447,3247
22.01.2016 23:00,3713,22.65,597,508,3116
23.01.2016 00:00,3560,22.43,575,523,2985
23.01.2016 01:00,3386,21.94,641,542,2745
23.01.2016 02:00,3415,21.75,639,548,2776
23.01.2016 03:00,3331,21.64,563,538,2768
23.01.2016 04:00,3322,21.78,522,500,2800
23.01.2016 05:00,3295,21.95,476,435,2819
23.01.2016 06:00,3309,21.9,443,378,2866
23.01.2016 07:00,3385,21.46,396,321,2989
23.01.2016 08:00,3581,22.6,317,269,3264
23.01.2016 09:00,3737,23.42,238,232,3499
23.01.2016 10:00,3855,24.43,203,176,3652
23.01.2016 11:00,3927,25.63,144,159,3783
23.01.2016 12:00,3917,26.01,111,124,3806
23.01.2016 13:00,3853,25.88,92,97,3761
23.01.2016 14:00,3811,24.85,61,75,3750
23.01.2016 15:00,3778,24.51,34,62,3744
23.01.2016 16:00,3778,24.6,25,55,3753
23.01.2016 17:00,3922,26.12,14,54,3908
23.01.2016 18:00,4065,27.33,21,62,4044
23.01.2016 19:00,4008,26.5,25,75,3983
23.01.2016 20:00,3882,25.35,47,90,3835
23.01.2016 21:00,3725,24.53,78,105,3647
23.01.2016 22:00,3560,23.29,94,117,3466
23.01.2016 23:00,3436,22.54,100,131,3336
24.01.2016 00:00,3309,22.71,102,141,3207
24.01.2016 01:00,3099,21.78,150,154,2949
