Hour,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0:00,,714,772,566,320,497,256,125,353,209,192,686
1:00,446,692,698,561,253,445,213,275,284,194,179,725
2:00,430,698,687,589,220,420,194,192,276,154,198,694
3:00,432,692,688,615,237,393,195,137,266,132,238,660
4:00,431,714,695,641,275,369,206,108,263,115,289,638
5:00,464,730,693,673,315,340,221,96,262,102,325,614
6:00,533,769,689,698,345,281,228,82,254,99,353,588
7:00,600,782,688,738,362,211,231,66,247,102,381,565
8:00,690,801,702,768,409,156,255,62,232,99,409,539
9:00,799,817,710,763,490,123,291,63,215,92,420,512
10:00,880,836,714,749,600,107,336,85,196,90,428,486
11:00,940,842,723,756,714,99,383,115,180,96,420,463
12:00,953,851,741,744,817,97,391,143,164,105,402,447
13:00,1005,863,770,747,912,97,376,170,143,118,384,434
14:00,991,841,771,727,991,97,358,202,123,132,376,413
15:00,1001,755,766,714,1043,94,340,217,104,144,377,390
16:00,1050,688,752,717,1076,91,324,215,87,147,392,373
17:00,1051,664,753,714,1088,88,315,225,81,148,423,369
18:00,1056,666,752,709,1081,85,294,215,75,146,455,372
19:00,1047,663,743,691,1074,82,267,195,69,149,476,383
20:00,1041,564,732,671,1061,86,247,180,67,166,459,386
21:00,1015,520,737,635,1036,85,226,177,67,182,419,381
22:00,953,486,737,604,1015,86,211,187,68,195,373,376
23:00,894,477,732,565,994,97,213,206,67,207,336,382
0:00,837,452,721,552,972,103,213,211,65,219,309,393
1:00,855,372,792,563,862,91,176,95,73,239,341,354
2:00,801,345,776,558,813,85,186,92,70,249,323,370
3:00,775,307,761,542,761,79,204,88,65,270,318,399
4:00,762,280,765,538,703,74,218,85,57,301,326,432
5:00,746,248,761,534,644,72,225,83,54,332,360,474
6:00,730,232,776,516,568,56,211,72,53,370,418,522
7:00,698,203,785,493,486,41,187,56,54,418,490,574
8:00,659,171,776,459,411,34,177,46,53,470,563,620
9:00,604,141,759,411,348,33,189,46,48,500,618,655
10:00,499,126,758,367,306,37,213,54,48,526,669,676
11:00,456,122,752,326,283,42,236,66,52,573,705,674
12:00,424,129,718,317,285,47,250,83,55,662,717,661
13:00,390,134,683,316,298,57,264,104,62,760,728,644
14:00,410,137,668,332,305,73,277,130,68,856,750,638
15:00,390,139,619,343,289,92,287,148,71,952,775,642
16:00,399,153,595,319,266,115,307,161,70,1044,802,647
17:00,375,164,582,308,243,146,337,174,70,1136,817,642
18:00,363,194,574,284,233,157,346,173,67,1197,826,630
19:00,365,239,548,232,226,150,351,169,66,1232,837,611
20:00,342,247,517,193,233,144,349,167,68,1260,843,573
21:00,325,250,481,168,253,150,334,169,76,1275,838,522
22:00,340,266,509,130,275,163,328,179,87,1285,825,473
23:00,332,272,465,118,291,174,334,189,100,1290,807,438
0:00,336,282,392,103,298,177,326,182,108,1285,790,411
1:00,307,295,276,87,375,172,277,154,113,1226,808,415
2:00,352,306,256,78,375,156,252,136,111,1210,784,397
3:00,420,304,248,79,382,144,236,122,114,1186,750,379
4:00,486,303,246,96,398,138,220,114,121,1149,712,362
5:00,576,293,247,155,417,131,203,110,132,1117,673,365
6:00,685,285,252,220,421,108,166,98,148,1078,633,389
7:00,789,280,259,302,409,75,127,80,160,1023,591,427
8:00,899,274,266,400,386,56,104,68,167,964,546,476
9:00,992,268,276,469,345,53,108,67,167,928,493,520
