Hour,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0:00,,3033,1907,1945,1836,1023,1525,1668,1560,1060,2196,2860
1:00,1162,2919,1901,1775,1727,888,1507,1514,1455,957,2127,2687
2:00,1121,2916,1790,1709,1591,831,1430,1463,1361,954,2030,2586
3:00,1063,2906,1630,1686,1520,948,1397,1441,1392,941,2035,2538
4:00,948,2924,1407,1744,1618,1095,1338,1486,1379,948,2061,2463
5:00,922,2979,1349,1961,1695,1203,1255,1549,1432,923,2062,2450
6:00,961,3171,1640,2126,1643,1349,1215,1558,1614,944,2229,2549
7:00,1115,3639,2065,2104,1648,1812,1284,1773,1965,1014,2609,2966
8:00,1321,3984,2377,2078,1814,2215,1406,2069,2380,1056,2845,3325
9:00,1475,4051,2529,2264,1854,2497,1562,2254,2542,1231,2948,3382
10:00,1597,4042,2528,2437,1628,2528,1733,2367,2563,1427,2961,3354
11:00,1850,4091,2654,2565,1587,2509,1890,2452,2582,1582,3010,3358
12:00,2156,4096,2633,2481,1573,2373,2063,2471,2577,1684,2992,3383
13:00,2460,4024,2565,2304,1643,2057,2016,2446,2494,1720,2862,3321
14:00,2498,4025,2416,2200,1569,1896,1970,2455,2442,1737,2748,3314
15:00,2424,3937,2427,2130,1444,1786,1928,2428,2382,1772,2633,3248
16:00,2579,3938,2386,2148,1413,1816,1966,2359,2335,1835,2471,3333
17:00,2752,3962,2433,2195,1455,1627,2034,2276,2338,1912,2440,3517
18:00,2823,4044,2582,2341,1570,1580,2121,2308,2344,2047,2468,3530
19:00,2694,3957,2714,2452,1709,1564,2069,2248,2270,2140,2366,3427
20:00,2597,3825,2698,2485,1835,1794,2037,2195,2202,2237,2274,3342
21:00,2475,3612,2749,2533,1999,2008,1967,2138,2218,2122,2123,3257
22:00,2358,3363,2701,2368,2042,2086,1867,2105,2103,1929,1884,3147
23:00,2332,3089,2446,2231,1846,2062,1777,1940,1975,1770,1707,3050
0:00,2252,2827,2364,2149,1717,1832,1524,1784,1786,1625,1580,2909
1:00,2191,2606,2437,2056,1648,1591,1317,1682,1694,1483,1539,2804
2:00,2048,2540,2414,2039,1613,1327,1232,1616,1618,1394,1466,2787
3:00,1985,2549,2412,1996,1583,1185,1196,1536,1542,1345,1479,2769
4:00,2060,2542,2406,2020,1597,1260,1216,1466,1558,1293,1529,2725
5:00,2178,2583,2432,2038,1649,1379,1179,1381,1571,1183,1618,2717
6:00,2345,2722,2634,2062,1737,1663,1187,1368,1613,1194,1823,2805
7:00,2831,3214,3121,2111,2249,2132,1230,1542,1658,1458,2214,2861
8:00,3198,3625,3543,2132,2907,2569,1393,1820,1807,1652,2543,2940
9:00,3339,3744,3697,2332,3104,2692,1400,2010,2013,1671,2721,2987
10:00,3507,3707,3725,2544,2760,2702,1573,2104,2145,1635,2752,3019
11:00,3693,3758,3781,2666,2231,2738,1664,2132,2216,1703,2827,3012
12:00,3673,3832,3737,2734,2206,2703,1535,2139,2220,1741,2828,2934
13:00,3565,3837,3614,2669,2195,2582,1469,2065,2204,1767,2758,2867
14:00,3607,3880,3587,2602,2172,2495,1361,2011,2166,1850,2785,2795
15:00,3636,3889,3557,2530,2094,2437,1224,1958,2101,1852,2682,2740
16:00,3784,3850,3470,2458,1993,2405,1135,1858,2055,1825,2638,2716
17:00,3877,3796,3362,2363,1854,2377,994,1798,2037,1757,2650,2838
18:00,3884,3890,3396,2370,1896,2355,944,1901,2110,1878,2821,2828
19:00,3850,3821,3562,2536,1882,2220,840,1939,2078,1894,2756,2702
20:00,3760,3767,3402,2571,2059,2195,911,1928,2018,1953,2736,2505
21:00,3609,3600,3183,2631,2204,2119,905,1892,2083,1816,2621,2340
22:00,3427,3476,2844,2441,2171,2014,893,1888,1991,1582,2565,2184
23:00,3268,3217,2469,2275,1866,1889,985,1773,1852,1374,2496,2009
0:00,3099,3041,2195,2067,1690,1761,991,1626,1751,1180,2388,1801
1:00,2801,2908,2089,1975,1606,1660,910,1518,1664,1101,2314,1625
2:00,2777,2877,1840,1911,1632,1586,775,1450,1537,1071,2309,1589
3:00,2752,2921,1700,1891,1622,1514,755,1434,1457,1100,2307,1492
4:00,2669,2922,1677,2008,1660,1494,783,1466,1466,1139,2350,1485
5:00,2740,2963,1844,2074,1614,1403,777,1522,1465,1170,2406,1523
6:00,2887,3119,1982,2251,1645,1365,869,1572,1525,1421,2568,1584
7:00,3181,3518,2295,2714,2042,1437,1139,1844,1524,1869,2849,1674
8:00,3532,3910,2643,3095,2391,1573,1437,2111,1600,2193,3007,1814
9:00,3724,4018,2905,3300,2345,1764,1549,2246,1758,2284,3053,1951
10:00,3562,3988,2889,3346,2189,1904,1644,2312,1905,2227,3070,2128
11:00,3625,3938,2817,3380,2243,1901,1474,2405,1926,2144,3042,2291
12:00,3582,3943,2837,3342,2093,1906,1520,2419,1889,2043,2954,2419
13:00,3558,3880,2813,3255,1853,1877,1555,2248,1887,1851,2846,2497
14:00,3619,3871,2829,3150,1740,1806,1725,2160,1867,1698,2746,2576
15:00,3458,3711,3017,3075,1754,1749,1799,2172,1835,1650,2678,2657
16:00,3221,3560,2988,3021,1736,1780,1665,2249,1817,1603,2632,2739
17:00,2876,3633,3034,2871,1688,1837,1619,2261,1788,1548,2670,2889
18:00,2792,3818,3230,2884,1771,1962,1791,2234,1750,1273,2726,2937
19:00,2513,3737,3161,2864,1752,1962,2143,2088,1729,1919,2711,2901
20:00,2423,3531,2960,2862,1868,1965,2219,1886,1760,1939,2546,2910
21:00,2249,3288,2862,2977,1994,1916,2193,1824,1885,1593,2281,2864
22:00,2027,3104,2864,2903,2071,1793,2006,1676,1808,1283,2068,2719
23:00,1929,2875,2893,2736,2036,1633,1780,1468,1671,934,1943,2544
0:00,1790,2702,2760,2575,1730,1501,1622,1289,1543,698,1864,2333
1:00,1636,2634,2594,2457,1492,1418,1510,1091,1452,499,1764,2277
2:00,1531,2618,2516,2425,1339,1428,1479,963,1398,151,1712,2235
3:00,1461,2506,2525,2435,1266,1424,1289,876,1407,317,1604,2219
4:00,1539,2425,2572,2426,1203,1378,1242,961,1467,503,1576,2255
5:00,1708,2430,2617,2451,1197,1323,1272,947,1486,509,1610,2283
6:00,1972,2452,2589,2627,1274,1345,1418,957,1646,793,1665,2504
7:00,2236,2638,2645,2990,1684,1451,1745,1169,1998,1433,1762,3043
8:00,2477,2855,2754,3317,2120,1617,2081,1448,2365,1857,1953,3468
9:00,2662,2934,2830,3371,2236,1805,2238,1614,2505,2129,2071,3527
10:00,2901,3083,2949,3390,2066,1943,2320,1669,2610,2073,2169,3541
11:00,3043,3210,3140,3386,1754,1997,2336,1681,2716,2171,2297,3540
12:00,2980,3227,3152,3268,1630,2044,2399,1570,2779,1834,2337,3517
13:00,2948,3133,3038,3168,1544,2089,2427,1503,2732,1821,2377,3478
14:00,3075,3093,2860,3071,1523,2085,2384,1432,2704,1737,2427,3458
15:00,3093,3146,2524,2975,1537,2081,2266,1324,2662,1727,2465,3385
16:00,3061,3180,2293,2885,1559,2089,2140,1240,2605,1764,2454,3438
17:00,3092,3232,2227,2736,1518,2138,1997,1298,2470,1692,2569,3542
18:00,3099,3302,2326,2759,1502,2225,2063,1473,2453,1801,2597,3600
19:00,3031,3219,2298,2742,1507,2249,2022,1427,2450,1868,2423,3526
20:00,2989,3121,2150,2773,1526,2173,2085,1244,2428,1781,2211,3355
21:00,2858,3077,1982,2655,1553,1898,2149,1120,2348,1560,2026,3281
22:00,2815,3032,1787,2407,1550,1799,2132,1094,2168,1383,1985,3217
23:00,2670,2917,1603,2167,1452,1852,1971,989,1979,1169,1895,2967
0:00,2586,2786,1501,1935,1276,1623,1804,832,1855,987,1818,2683
1:00,2599,2691,1426,1759,1264,1338,1585,704,1749,936,1737,2447
2:00,2514,2592,1379,1644,1162,1133,1449,629,1695,846,1653,2386
3:00,2537,2517,1358,1566,1237,1067,1431,589,1659,735,1638,2355
4:00,2581,2465,1310,1566,1293,1077,1471,508,1671,753,1548,2325
5:00,2691,2455,1290,1675,1340,1028,1449,565,1711,863,1547,2286
6:00,2952,2514,1301,1945,1430,1079,1602,550,1861,1153,1524,2357
7:00,3139,2600,1425,2317,1846,1379,2039,656,2219,1730,1551,2639
8:00,3474,2714,1454,2771,2364,1574,2438,757,2572,2205,1678,2920
9:00,3686,2814,1593,2803,2495,1610,2618,887,2725,2404,1774,2920
10:00,3828,2938,1746,2733,2542,1738,2696,1059,2743,2579,1979,2764
11:00,3913,2954,1776,2635,2402,1798,2733,1218,2853,2663,2147,2745
12:00,3826,3042,1844,2404,2367,1787,2719,1285,2805,2700,2266,2671
13:00,3697,3068,1930,2137,2354,1725,2605,1210,2782,2746,2384,2577
14:00,3631,3008,2063,1965,2300,1779,2574,1191,2772,2788,2480,2559
15:00,3779,2908,2251,1876,2211,1789,2486,1199,2769,2726,2522,2453
16:00,3941,2748,2397,1868,2219,1754,2399,1189,2771,2647,2566,2459
17:00,4044,2777,2481,1717,2318,1715,2265,1277,2703,2492,2674,2468
18:00,4067,2970,2609,1696,2447,1773,2245,1352,2741,2422,2792,2506
19:00,4039,3101,2718,1800,2618,1840,2192,1420,2694,2395,2775,2372
20:00,4051,2943,2686,1994,2623,1981,2235,1411,2661,2321,2643,2310
21:00,3911,2739,2526,2177,2545,1982,2350,1519,2601,2185,2519,2210
22:00,3764,2663,2361,2104,2567,1840,2345,1546,2422,2082,2395,2144
23:00,3682,2549,2242,1888,2459,1729,2204,1336,2215,1901,2200,2012
0:00,3544,2446,2126,1779,2326,1506,2054,1138,2001,1706,2056,1856
1:00,3418,2369,2091,1656,2244,1386,1757,1014,1841,1649,1953,1765
2:00,3386,2343,2023,1587,2169,1299,1618,948,1775,1622,1890,1708
3:00,3394,2364,2011,1587,2127,1199,1567,978,1732,1688,1836,1668
4:00,3429,2334,2038,1749,2110,1091,1563,1016,1735,1761,1852,1639
5:00,3576,2282,2095,1738,2009,1000,1493,931,1737,1761,1932,1662
6:00,3721,2489,2217,2024,1888,1005,1637,856,1834,1935,2125,1860
7:00,3987,3029,2621,2550,1927,1392,2024,905,2106,2353,2585,2288
8:00,4232,3503,2961,3095,2143,1720,2493,1031,2429,2700,2927,2765
9:00,4425,3542,3073,3305,2382,1818,2669,1099,2614,2793,2996,2862
10:00,4530,3637,3011,3291,2464,1646,2743,1060,2598,2778,2977,2929
11:00,4483,3604,2989,3170,2451,1348,2778,1029,2612,2783,3004,2948
12:00,4423,3587,3010,2884,2313,1191,2753,1038,2598,2642,3012,2919
13:00,4350,3468,2931,2770,2109,1153,2681,984,2545,2458,3001,2793
14:00,4281,3374,2898,2671,2007,1181,2662,977,2538,2319,3045,2763
15:00,4287,3292,2868,2491,1958,1033,2560,921,2583,2096,3010,2724
16:00,4314,3268,2922,2305,1867,974,2539,892,2560,1923,3033,2803
17:00,4427,3297,2899,2096,1907,1003,2436,960,2482,1858,2979,2794
18:00,4408,3287,3015,2185,2009,1060,2393,1054,2490,1988,3003,2831
19:00,4205,3348,3141,2260,2120,1191,2366,1163,2455,2113,2934,2705
20:00,3985,3272,2995,2317,2145,1282,2337,1257,2378,2243,2908,2549
21:00,3705,3147,2911,2239,2177,1238,2266,1333,2296,2065,2859,2386
22:00,3390,2902,2759,2128,2239,1157,2080,1359,2072,1946,2904,2152
23:00,3142,2786,2695,2109,2157,1190,1981,1302,1874,1832,2426,1977
0:00,2899,2658,2481,2121,1923,1308,1812,1169,1645,1718,1901,1670
1:00,2717,2539,2458,2084,1628,1274,1705,1047,1504,1637,2001,1494
2:00,2593,2479,2511,2041,1607,1244,1670,1025,1491,1538,1895,1388
3:00,2586,2399,2578,2017,1591,1261,1666,1037,1419,1413,1949,1342
4:00,2456,2453,2533,1981,1631,1257,1692,1086,1451,1305,2006,1332
5:00,2436,2641,2685,2028,1680,1350,1666,1218,1590,1325,2167,1395
