Hour,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0:00,,2925,4004,0,1956,2134,1858,1945,2064,2152,2560,2893
1:00,2498,2772,3770,2705,2284,1942,1833,1850,1945,2069,2435,2733
2:00,2431,2773,3720,2644,2193,1830,1839,1752,1858,2035,2374,2672
3:00,2402,2708,3718,2651,2131,1824,1777,1710,1826,2049,2302,2638
4:00,2358,2674,3719,2688,2119,1813,1699,1714,1744,2072,2244,2645
5:00,2385,2736,3768,2695,2098,1736,1557,1736,1709,2147,2253,2638
6:00,2441,2916,3917,2712,2090,1844,1572,1701,1735,2302,2435,2705
7:00,2489,3298,4253,2769,2128,2219,1632,1871,1771,2700,2822,2851
8:00,2487,3734,4568,2792,2149,2593,1740,2158,1915,2964,3080,3101
9:00,2478,3774,4689,2884,2268,2723,1851,2358,2070,3065,3075,3255
10:00,2502,3734,4644,2959,2378,2722,1908,2430,2197,3040,3094,3352
11:00,2508,3719,4517,3046,2395,2750,1923,2470,2241,3002,3105,3395
12:00,2504,3853,4429,3149,2484,2747,1944,2550,2300,2927,3121,3411
13:00,2619,3939,4314,3231,2516,2689,2016,2567,2265,2857,3018,3391
14:00,2605,3953,4275,3220,2564,2627,2064,2569,2222,2853,3094,3341
15:00,2659,3912,4249,3188,2527,2575,1982,2559,2156,2951,3076,3308
16:00,2789,3882,4262,3174,2517,2505,1956,2485,2130,2825,3060,3407
17:00,2919,3917,4263,3167,2626,2470,2020,2416,2111,2641,3101,3512
18:00,3011,4076,4363,3184,2725,2425,2112,2382,2116,2780,3228,3507
19:00,2977,3999,4417,3225,2735,2366,2160,2274,2138,2888,3163,3414
20:00,2952,3808,4349,3310,2718,2291,2174,2241,2070,3021,3081,3303
21:00,2939,3620,4209,3340,2674,2237,2170,2181,2112,2921,2948,3129
22:00,2781,3406,4032,3222,2672,2160,2118,2173,2052,2714,2818,2971
23:00,2673,3230,3828,3086,2560,2122,2067,2149,1951,2547,2577,2805
0:00,2589,3020,3668,2991,2384,1587,1998,1987,1796,2340,2360,2685
1:00,2575,2857,3707,2914,2274,1817,1873,1806,1696,2178,2278,2544
2:00,2473,2789,3683,2846,2303,1739,1819,1712,1656,2129,2274,2460
3:00,2412,2754,3683,2808,2300,1702,1770,1640,1646,2060,2286,2433
4:00,2389,2737,3678,2823,2307,1695,1767,1606,1645,2022,2308,2455
5:00,2460,2773,3695,2827,2289,1622,1691,1606,1638,2144,2373,2463
6:00,2625,3003,3857,2868,2333,1621,1698,1605,1667,2283,2531,2489
7:00,2989,3458,4200,2946,2719,1697,2061,1780,1674,2662,2894,2520
8:00,3357,3861,4439,3004,3089,1879,2491,2060,1769,3028,3180,2620
9:00,3547,3944,4529,3102,3157,2052,2647,2302,1921,3102,3278,2688
10:00,3532,3964,4565,3130,3108,2177,2654,2387,2034,3061,3246,2874
11:00,3627,3989,4619,3088,3030,2246,2706,2447,2109,3130,3315,3023
12:00,3623,3955,4552,3033,2943,2269,2736,2462,2128,3261,3319,3158
13:00,3577,3888,4460,2928,2897,2222,2640,2480,2117,3192,3221,3226
14:00,3614,3821,4428,2854,2850,2115,2653,2440,2113,3022,3200,3246
15:00,3588,3742,4297,2749,2790,2063,2674,2389,2082,2980,3126,3284
16:00,3643,3721,4273,2627,2776,2073,2690,2325,2051,2970,3120,3340
17:00,3678,3724,4260,2605,2673,2114,2560,2255,2077,2952,3121,3441
18:00,3710,3878,4375,2677,2665,2160,2502,2281,2137,3047,3179,3477
19:00,3730,3881,4485,2802,2681,2198,2400,2282,2192,3099,3078,3416
20:00,3563,3810,4370,2952,2713,2117,2434,2281,2192,3182,3000,3342
